,ID,time,PARA1,PARA2,CH,RISE,COUN,ENER,DURATION,AMP,A-FRQ,RMS,PCNTS,I-FRQ,ABS-ENERGY,FRQ-C,P-FRQ,Cum Count,Cum Energy,NCC,NCE,Image Index,Size,FCDN Size
13393,1,8920.959827,8.8565,0.0435,2,2,3,0,14,47,214,0.0014,1,500,724.825,398,249,30316,13245044.7,1.512548022,1.640461649,,0.909,0.935
13394,1,8920.959829,8.8565,0.0435,1,3,2,0,7,49,286,0.0014,1,333,842.1,417,63,30318,13245886.8,1.512647807,1.640565947,,0.909,0.935
13395,1,8921.34955,9.0274,0.043,2,0,1,0,1,41,1000,0.0014,1,1000,308.612,535,29,30319,13246195.41,1.5126977,1.64060417,,0.91,0.936
13396,1,8921.354218,9.0152,0.0436,2,0,1,0,1,42,1000,0.0014,1,1000,416.437,550,29,30320,13246611.85,1.512747593,1.640655748,,0.91,0.936
13398,1,8921.734917,8.6978,0.0393,1,0,1,0,1,42,1000,0.0014,1,1000,291.701,540,29,30322,13247187.46,1.512847378,1.64072704,,0.911,0.937
13399,1,8921.734917,8.6978,0.0393,2,3,1,0,3,44,333,0.0014,1,333,298.919,478,34,30323,13247486.38,1.512897271,1.640764062,,0.911,0.937
13404,1,8922.152658,9.0304,0.0435,2,5,4,0,32,49,125,0.0014,2,400,769.057,410,146,30343,13251478.27,1.513895125,1.641258477,,0.912,0.938
13405,1,8922.152658,9.0304,0.0435,1,5,3,0,33,49,91,0.0014,2,400,706.236,441,107,30346,13252184.51,1.514044804,1.641345948,,0.912,0.938
13406,1,8922.54313,8.9969,0.0421,2,2,2,0,8,46,250,0.0014,1,500,618.329,423,141,30348,13252802.83,1.514144589,1.64142253,,0.913,0.938
13407,1,8922.54313,8.9969,0.0421,1,0,2,0,5,41,400,0.0014,1,1000,483.189,497,29,30350,13253286.02,1.514244375,1.641482375,,0.913,0.938
13408,1,8922.662906,1.1078,0.0048,2,0,1,0,0,40,0,0.0014,1,1000,137.656,568,126,30351,13253423.68,1.514294267,1.641499425,,0.913,0.94
13410,1,8922.862833,1.1414,0.0051,2,0,1,0,3,42,333,0.0014,1,1000,218.881,557,126,30353,13253990.92,1.514394053,1.641569681,,0.914,0.94
13411,1,8922.969144,8.2278,0.0421,1,2,2,0,5,45,400,0.0014,1,500,635.97,502,39,30355,13254626.89,1.514493838,1.641648448,,0.914,0.94
13412,1,8922.969149,8.2278,0.0421,2,0,1,0,25,41,40,0.0014,1,1000,385.341,467,34,30356,13255012.23,1.514543731,1.641696175,,0.914,0.94
13414,1,8923.262865,1.1109,0.0051,2,0,1,0,3,43,333,0.0014,1,1000,238.513,567,126,30358,13255411.66,1.514643516,1.641745646,,0.915,0.94
13415,1,8923.262866,1.1109,0.0051,1,0,1,0,0,40,0,0.0014,1,1000,121.139,634,39,30359,13255532.8,1.514693409,1.64176065,,0.915,0.94
13416,1,8923.266255,1.2757,0.0053,2,0,1,0,0,41,0,0.0014,1,1000,172.455,602,126,30360,13255705.26,1.514743302,1.64178201,,0.915,0.94
13417,1,8923.346955,9.0396,0.043,2,0,1,0,0,41,0,0.0014,1,1000,261.169,599,141,30361,13255966.43,1.514793195,1.641814357,,0.915,0.94
13422,1,8923.662914,1.1048,0.0053,2,0,1,0,4,45,250,0.0014,1,1000,269.619,502,126,30366,13257472.71,1.515042658,1.642000917,,0.916,0.94
13423,1,8923.662915,1.1048,0.0053,1,0,1,0,1,41,1000,0.0014,1,1000,174.686,587,126,30367,13257647.4,1.515092551,1.642022553,,0.916,0.94
13427,1,8924.063033,1.117,0.0052,2,0,1,0,4,46,250,0.0014,1,1000,331.938,459,126,30371,13258724.64,1.515292122,1.642155974,,0.917,0.944
13428,1,8924.063033,1.117,0.0052,1,3,1,0,4,42,250,0.0014,1,333,167.729,576,87,30372,13258892.36,1.515342015,1.642176747,,0.917,0.944
13431,1,8924.35046,9.0426,0.0433,1,0,1,0,0,41,0,0.0014,1,1000,336.172,626,63,30375,13259715.45,1.515491693,1.642278691,,0.918,0.944
13432,1,8924.462998,1.12,0.0053,2,0,1,0,4,45,250,0.0014,1,1000,293.809,478,126,30376,13260009.26,1.515541586,1.642315081,,0.918,0.945
13433,1,8924.462998,1.12,0.0053,1,0,1,0,3,45,333,0.0014,1,1000,244.707,544,126,30377,13260253.96,1.515591478,1.642345388,,0.918,0.945
13436,1,8924.863079,1.12,0.0053,2,0,1,0,4,43,250,0.0014,1,1000,261.531,501,126,30380,13261026.22,1.515741157,1.642441036,,0.919,0.946
13437,1,8924.863082,1.12,0.0053,1,0,1,0,0,40,0,0.0014,1,1000,124.508,599,87,30381,13261150.73,1.515791049,1.642456457,,0.919,0.946
13439,1,8925.144764,9.0152,0.0421,1,7,8,0,62,54,129,0.0014,2,285,2189,363,161,30390,13263494.64,1.516240084,1.642746761,,0.92,0.947
13440,1,8925.144765,9.0152,0.0421,2,5,8,1,69,59,116,0.0014,2,400,4774,304,141,30398,13268268.64,1.516639226,1.643338044,,0.92,0.947
13441,1,8925.263141,1.1231,0.0051,2,0,1,0,1,42,1000,0.0014,1,1000,180.293,553,34,30399,13268448.93,1.516689118,1.643360374,,0.92,0.947
13444,1,8925.663062,1.12,0.005,2,0,1,0,3,42,333,0.0014,1,1000,266.499,563,126,30403,13269564.15,1.516888689,1.643498499,,0.921,0.948
13446,1,8925.863082,1.1383,0.0054,2,0,1,0,4,44,250,0.0014,1,1000,295.151,493,92,30405,13270148.35,1.516988475,1.643570855,,0.922,0.949
13447,1,8925.863082,1.1383,0.0054,1,0,1,0,3,41,333,0.0014,1,1000,178.609,601,126,30406,13270326.96,1.517038368,1.643592977,,0.922,0.949
13450,1,8926.26323,1.1322,0.0053,2,2,2,0,6,47,333,0.0014,1,500,483.97,420,126,30410,13271269.29,1.517237938,1.643709689,,0.923,0.949
13451,1,8926.263233,1.1322,0.0053,1,0,1,0,4,45,250,0.0014,1,1000,248.261,519,126,30411,13271517.55,1.517287831,1.643740437,,0.923,0.949
13452,1,8926.343939,8.9999,0.0424,2,2,2,0,5,42,400,0.0014,1,500,357.544,503,141,30413,13271875.09,1.517387617,1.64378472,,0.923,0.949
13453,1,8926.343941,8.9999,0.0424,1,2,1,0,3,44,333,0.0014,1,500,445.568,557,141,30414,13272320.66,1.517437509,1.643839906,,0.923,0.949
13456,1,8926.663345,1.1261,0.0054,2,0,1,0,5,47,200,0.0014,1,1000,477.111,445,126,30418,13273515.59,1.51763708,1.643987904,,0.924,0.951
13457,1,8926.663345,1.1261,0.0054,1,0,1,0,4,45,250,0.0014,1,1000,243.223,506,126,30419,13273758.81,1.517686973,1.644018028,,0.924,0.951
13458,1,8926.722444,7.7761,0.0341,1,0,2,0,5,42,400,0.0014,1,1000,329.844,532,156,30421,13274088.65,1.517786758,1.64405888,,0.924,0.951
13459,1,8926.722445,7.7761,0.0341,2,1,1,0,2,41,500,0.0014,1,1000,340.058,521,141,30422,13274428.71,1.517836651,1.644100998,,0.924,0.951
13462,1,8927.063315,1.1139,0.0054,2,0,1,0,5,45,200,0.0014,1,1000,315.695,471,126,30425,13275390.07,1.517986329,1.644220067,,0.925,0.951
13463,1,8927.063316,1.1139,0.0054,1,0,1,0,3,44,333,0.0014,1,1000,186.891,565,126,30426,13275576.96,1.518036222,1.644243214,,0.925,0.951
13464,1,8927.137916,8.8412,0.0407,1,0,1,0,0,40,0,0.0014,1,1000,275.72,547,156,30427,13275852.68,1.518086115,1.644277363,,0.925,0.951
13465,1,8927.150382,9.0487,0.0433,2,4,2,0,5,43,400,0.0014,2,500,268.877,525,141,30429,13276121.56,1.5181859,1.644310665,,0.925,0.951
13466,1,8927.150384,9.0487,0.0433,1,0,1,0,1,41,1000,0.0014,1,1000,304.254,540,34,30430,13276425.81,1.518235793,1.644348348,,0.925,0.951
13467,1,8927.162652,8.6886,0.0433,2,5,8,1,85,57,94,0.0014,2,400,3116,313,141,30438,13279541.81,1.518634935,1.64473428,,0.925,0.951
13468,1,8927.162652,8.6886,0.0433,1,5,6,0,47,55,128,0.0014,2,400,1891,364,161,30444,13281432.81,1.518934291,1.644968489,,0.925,0.951
13471,1,8927.34546,9.003,0.0426,1,4,4,0,44,51,91,0.0014,2,500,1310,429,141,30450,13283230.43,1.519233648,1.645191133,,0.926,0.953
13472,1,8927.34546,9.003,0.0426,2,3,8,1,106,54,75,0.0014,2,666,2097,403,141,30458,13285327.43,1.51963279,1.645450856,,0.926,0.953
13473,1,8927.349195,9.0213,0.0431,2,3,2,0,7,44,286,0.0014,1,333,418.303,485,29,30460,13285745.73,1.519732575,1.645502664,,0.926,0.953
13474,1,8927.463438,1.1414,0.0053,2,0,1,0,4,44,250,0.0014,1,1000,308.725,483,126,30461,13286054.46,1.519782468,1.645540902,,0.926,0.953
13475,1,8927.463438,1.1414,0.0053,1,0,1,0,3,42,333,0.0014,1,1000,177.461,590,34,30462,13286231.92,1.51983236,1.645562881,,0.926,0.953
13478,1,8927.746409,9.0274,0.0429,2,0,1,0,0,40,0,0.0014,1,1000,233.526,585,34,30465,13286946.96,1.519982039,1.645651443,,0.927,0.954
13479,1,8927.863392,1.1444,0.005,2,0,1,0,3,41,333,0.0014,1,1000,201.308,591,126,30466,13287148.26,1.520031931,1.645676374,,0.927,0.954
13482,1,8929.263679,1.1536,0.0053,2,0,1,0,0,40,0,0.0014,1,1000,176.939,611,92,30469,13288107.04,1.52018161,1.645795124,,0.931,0.957
13483,1,8929.334,8.6642,0.0391,2,3,1,0,4,47,250,0.0014,1,333,433.301,450,112,30470,13288540.34,1.520231502,1.64584879,,0.931,0.957
13484,1,8929.334,8.6642,0.0391,1,3,1,0,3,44,333,0.0014,1,333,360.079,493,151,30471,13288900.42,1.520281395,1.645893388,,0.931,0.957
13485,1,8929.341778,8.9511,0.0414,2,3,2,0,5,49,400,0.0014,1,333,591.02,413,146,30473,13289491.44,1.52038118,1.645966588,,0.931,0.957
13486,1,8929.341781,8.9511,0.0414,1,0,1,0,1,46,1000,0.0014,1,1000,588.805,450,39,30474,13290080.25,1.520431073,1.646039515,,0.931,0.957
13487,1,8929.663705,1.1658,0.0051,2,0,1,0,4,45,250,0.0014,1,1000,313.363,478,126,30475,13290393.61,1.520480966,1.646078326,,0.932,0.957
13488,1,8929.663706,1.1658,0.0051,1,0,1,0,3,41,333,0.0014,1,1000,159.685,557,34,30476,13290553.29,1.520530859,1.646098104,,0.932,0.957
13491,1,8930.063752,1.1597,0.0055,2,0,1,0,4,45,250,0.0014,1,1000,344.4,470,126,30479,13291365.2,1.520680537,1.646198663,,0.933,0.957
13492,1,8930.063752,1.1597,0.0055,1,0,1,0,3,43,333,0.0014,1,1000,165.191,567,126,30480,13291530.39,1.52073043,1.646219122,,0.933,0.957
13496,1,8930.341425,8.9236,0.0414,1,2,1,0,3,42,333,0.0014,1,500,449.477,541,63,30484,13292690.09,1.52093,1.646362756,,0.934,0.961
13497,1,8930.341427,8.9236,0.0414,2,0,1,0,0,41,0,0.0014,1,1000,297.864,557,34,30485,13292987.96,1.520979893,1.646399649,,0.934,0.961
13498,1,8930.344265,8.9999,0.0423,2,2,2,0,5,43,400,0.0014,1,500,298.179,474,34,30487,13293286.14,1.521079679,1.64643658,,0.934,0.961
13499,1,8930.344269,8.9999,0.0423,1,0,1,0,0,40,0,0.0014,1,1000,306.737,547,34,30488,13293592.87,1.521129571,1.64647457,,0.934,0.961
13500,1,8930.35137,9.0304,0.0436,2,0,1,0,1,43,1000,0.0014,1,1000,257.462,534,29,30489,13293850.33,1.521179464,1.646506458,,0.934,0.961
13501,1,8930.463764,1.1597,0.0052,2,0,1,0,4,43,250,0.0014,1,1000,232.059,527,126,30490,13294082.39,1.521229357,1.646535199,,0.934,0.961
13502,1,8930.463764,1.1597,0.0052,1,0,1,0,1,42,1000,0.0014,1,1000,175.609,590,29,30491,13294258,1.52127925,1.64655695,,0.934,0.961
13505,1,8930.863786,1.178,0.0052,2,0,1,0,3,43,333,0.0014,1,1000,231.735,507,126,30494,13294979.33,1.521428928,1.64664629,,0.935,0.961
13506,1,8930.863786,1.178,0.0052,1,3,1,0,3,40,333,0.0014,1,333,133.183,623,34,30495,13295112.52,1.521478821,1.646662786,,0.935,0.961
13507,1,8931.064075,1.1841,0.0055,2,0,1,0,4,43,250,0.0014,1,1000,271.397,514,126,30496,13295383.91,1.521528713,1.646696399,,0.936,0.963
13508,1,8931.064075,1.1841,0.0055,1,0,1,0,0,41,0,0.0014,1,1000,207.179,656,87,30497,13295591.09,1.521578606,1.646722059,,0.936,0.963
13509,1,8931.141055,8.9267,0.0414,2,0,1,0,0,40,0,0.0014,1,1000,312.814,598,141,30498,13295903.91,1.521628499,1.646760803,,0.936,0.963
13510,1,8931.151775,9.006,0.0433,1,0,1,0,0,41,0,0.0014,1,1000,231.482,628,39,30499,13296135.39,1.521678391,1.646789473,,0.936,0.963
13513,1,8931.464165,1.1841,0.0055,2,0,1,0,1,42,1000,0.0014,1,1000,177.092,581,126,30502,13296653.35,1.52182807,1.646853625,,0.937,0.964
13514,1,8931.55272,9.0304,0.0436,2,0,1,0,1,41,1000,0.0014,1,1000,217.568,532,29,30503,13296870.92,1.521877962,1.646880572,,0.937,0.964
13515,1,8931.552723,9.0304,0.0436,1,0,1,0,0,42,0,0.0014,1,1000,216.614,550,34,30504,13297087.54,1.521927855,1.646907401,,0.937,0.964
13517,1,8931.938458,8.8473,0.0408,2,5,2,0,6,50,333,0.0014,2,400,826.126,397,141,30507,13298143.31,1.522077533,1.647038164,,0.938,0.965
13518,1,8931.938459,8.8473,0.0408,1,5,2,0,6,46,333,0.0014,2,400,592.704,464,161,30509,13298736.01,1.522177319,1.647111572,,0.938,0.965
13519,1,8931.969711,8.1729,0.042,1,0,1,0,1,43,1000,0.0014,1,1000,295.019,499,63,30510,13299031.03,1.522227211,1.647148112,,0.938,0.965
13520,1,8931.969711,8.1729,0.042,2,0,1,0,0,40,0,0.0014,1,1000,295.91,527,107,30511,13299326.94,1.522277104,1.647184762,,0.938,0.965
13521,1,8932.338151,8.8351,0.0408,2,0,1,0,4,42,250,0.0014,1,1000,372.288,491,34,30512,13299699.23,1.522326997,1.647230872,,0.939,0.966
13522,1,8932.338152,8.8351,0.0408,1,0,1,0,3,41,333,0.0014,1,1000,351.217,551,34,30513,13300050.44,1.52237689,1.647274371,,0.939,0.966
13523,1,8932.349188,9.0274,0.0428,1,2,7,0,59,50,119,0.0014,1,500,1383,443,141,30520,13301433.44,1.522726139,1.647445662,,0.939,0.966
13524,1,8932.349189,9.0274,0.0428,2,0,8,1,108,52,74,0.0014,1,1000,1895,419,146,30528,13303328.44,1.523125281,1.647680367,,0.939,0.966
13527,1,8932.952118,9.0304,0.0435,2,2,1,0,3,45,333,0.0014,1,500,440.727,493,29,30531,13304360.45,1.523274959,1.647808186,,0.941,0.967
13528,1,8932.952121,9.0304,0.0435,1,0,1,0,0,40,0,0.0014,1,1000,415.805,564,39,30532,13304776.25,1.523324852,1.647859685,,0.941,0.967
13531,1,8934.545436,9.0091,0.0425,1,5,2,0,6,45,333,0.0014,2,400,510.715,479,34,30536,13305887.33,1.523524422,1.647997297,,0.945,0.972
13532,1,8934.545438,9.0091,0.0425,2,3,1,0,4,48,250,0.0014,1,333,546.21,446,34,30537,13306433.54,1.523574315,1.648064948,,0.945,0.972
13533,1,8934.549402,9.0426,0.0433,2,5,3,0,12,50,250,0.0014,2,400,789.211,414,141,30540,13307222.75,1.523723993,1.648162695,,0.945,0.972
13534,1,8934.549402,9.0426,0.0433,1,2,2,0,5,43,400,0.0014,1,500,321.068,504,141,30542,13307543.82,1.523823779,1.648202461,,0.945,0.972
13535,1,8934.915994,7.1566,0.0304,2,0,1,0,0,40,0,0.0014,1,1000,250.08,610,29,30543,13307793.9,1.523873672,1.648233435,,0.946,0.974
13539,1,8935.222003,2.2431,0.0156,1,1,2,0,26,42,77,0.0014,1,1000,475.447,398,68,30566,13317127.75,1.525021204,1.649389477,,0.947,0.974
13541,1,8935.552217,9.0304,0.0436,2,4,12,1,110,55,109,0.0014,2,500,3020,416,141,30579,13320577.69,1.52566981,1.649816768,,0.948,0.975
13542,1,8935.552217,9.0304,0.0436,1,2,9,0,78,53,115,0.0014,1,500,1665,438,141,30588,13322242.69,1.526118844,1.650022986,,0.948,0.975
13543,1,8935.554679,9.0365,0.0435,2,0,1,0,1,41,1000,0.0014,1,1000,291.142,565,29,30589,13322533.83,1.526168737,1.650059045,,0.948,0.975
13544,1,8935.943519,8.9877,0.0426,2,5,2,0,6,48,333,0.0014,2,400,436.716,450,34,30591,13322970.55,1.526268523,1.650113135,,0.949,0.975
13545,1,8936.351466,9.0274,0.0435,1,3,1,0,3,41,333,0.0014,1,333,337.07,498,39,30592,13323307.62,1.526318415,1.650154883,,0.95,0.978
13549,1,8936.947496,9.0457,0.043,2,0,1,0,3,42,333,0.0014,1,1000,264.003,544,131,30596,13324514.52,1.526517986,1.650304363,,0.952,0.979
13550,1,8937.82899,1.7029,0.0121,1,0,2,0,20,43,100,0.0014,1,1000,427.427,404,68,30598,13324941.94,1.526617772,1.650357301,,0.954,0.982
13553,1,8938.14208,8.9694,0.042,2,0,1,0,0,40,0,0.0014,1,1000,237.674,614,141,30632,13345564.62,1.528314125,1.652911518,,0.955,0.982
13554,1,8938.744763,9.0243,0.0425,2,0,1,0,1,42,1000,0.0014,1,1000,211.505,578,126,30633,13345776.12,1.528364017,1.652937713,,0.957,0.982
13555,1,8938.916016,7.1352,0.0304,2,0,1,0,0,40,0,0.0014,1,1000,349.104,463,29,30634,13346125.23,1.52841391,1.652980952,,0.957,0.985
13556,1,8939.153852,9.0152,0.0437,1,3,1,0,3,42,333,0.0014,1,333,313.116,537,63,30635,13346438.34,1.528463803,1.653019732,,0.958,0.986
13557,1,8939.153852,9.0152,0.0437,2,2,1,0,3,42,333,0.0014,1,500,327.345,549,34,30636,13346765.69,1.528513696,1.653060276,,0.958,0.986
13559,1,8940.556808,8.9999,0.0438,1,0,1,0,1,42,1000,0.0014,1,1000,352.699,550,34,30638,13347511.63,1.528613481,1.653152664,,0.962,0.99
13562,1,8941.428213,1.7548,0.0123,1,0,1,0,7,42,143,0.0014,1,1000,331.065,460,68,30647,13349753.53,1.529062516,1.653430334,,0.964,0.992
13563,1,8941.742882,8.9877,0.0423,2,5,4,0,36,49,111,0.0014,2,400,765.131,411,141,30651,13350518.66,1.529262087,1.653525099,,0.965,0.993
13564,1,8941.742882,8.9877,0.0423,1,7,2,0,15,43,133,0.0014,2,285,687.568,449,34,30653,13351206.23,1.529361872,1.653610258,,0.965,0.993
13565,1,8941.758362,8.9511,0.0439,2,0,1,0,0,40,0,0.0014,1,1000,350.17,557,39,30654,13351556.4,1.529411765,1.653653628,,0.965,0.993
13567,1,8942.162162,8.7161,0.0436,2,2,2,0,6,44,333,0.0014,1,500,352.156,479,29,30657,13352130.29,1.529561443,1.653724707,,0.966,0.994
13569,1,8942.342705,8.9816,0.042,1,2,2,0,21,42,95,0.0014,1,500,411.602,471,34,30660,13352816.89,1.529711121,1.653809746,,0.967,0.995
13570,1,8942.342706,8.9816,0.042,2,0,1,0,1,45,1000,0.0014,1,1000,411.941,476,107,30661,13353228.83,1.529761014,1.653860767,,0.967,0.995
13571,1,8942.745301,9.0304,0.0425,2,0,1,0,3,41,333,0.0014,1,1000,348.129,503,29,30662,13353576.96,1.529810907,1.653903884,,0.968,0.996
13572,1,8942.745301,9.0304,0.0425,1,2,1,0,3,44,333,0.0014,1,500,471.207,470,34,30663,13354048.16,1.529860799,1.653962245,,0.968,0.996
13573,1,8943.544393,9.0152,0.0426,1,0,1,0,1,43,1000,0.0014,1,1000,240.296,591,39,30664,13354288.46,1.529910692,1.653992007,,0.97,0.998
13574,1,8943.942159,8.9755,0.042,2,4,10,1,107,55,93,0.0014,2,500,2980,396,141,30674,13357268.46,1.530409619,1.654361094,,0.971,0.999
13575,1,8943.942159,8.9755,0.042,1,4,7,0,59,53,119,0.0014,2,500,1928,449,156,30681,13359196.46,1.530758868,1.654599886,,0.971,0.999
13576,1,8943.949934,9.0487,0.0436,2,0,1,0,0,41,0,0.0014,1,1000,169.886,592,34,30682,13359366.35,1.530808761,1.654620928,,0.971,0.999
13577,1,8944.151583,9.0213,0.0436,1,0,1,0,1,42,1000,0.0014,1,1000,392.492,593,29,30683,13359758.84,1.530858654,1.654669539,,0.972,1
13579,1,8944.551374,9.0304,0.0435,1,2,4,0,59,47,68,0.0014,1,500,834.828,452,141,30688,13361072.67,1.531108118,1.654832264,,0.973,1.001
13580,1,8944.551375,9.0487,0.0435,2,0,4,0,63,49,63,0.0014,1,1000,874.431,450,141,30692,13361947.1,1.531307688,1.654940566,,0.973,1.001
13581,1,8945.350229,9.0304,0.0435,2,0,1,0,0,41,0,0.0014,1,1000,224.535,544,29,30693,13362171.64,1.531357581,1.654968376,,0.975,1.001
13582,1,8945.350229,9.0304,0.0435,1,0,1,0,0,42,0,0.0014,1,1000,239.786,590,29,30694,13362411.43,1.531407474,1.654998075,,0.975,1.001
13583,1,8945.352659,9.0243,0.0436,1,3,1,0,4,48,250,0.0014,1,333,596.793,442,34,30695,13363008.22,1.531457367,1.655071991,,0.975,1.001
13584,1,8945.352659,9.0243,0.0436,2,3,1,0,4,45,250,0.0014,1,333,535.7,475,112,30696,13363543.92,1.531507259,1.65513834,,0.975,1.001
13585,1,8945.744834,9.0121,0.0424,2,0,1,0,4,45,250,0.0014,1,1000,423.112,456,112,30697,13363967.03,1.531557152,1.655190744,,0.976,1.001
13586,1,8945.744835,9.0121,0.0424,1,3,2,0,7,46,286,0.0014,1,333,548.342,441,156,30699,13364515.37,1.531656938,1.655258658,,0.976,1.001
13587,1,8945.75261,9.0396,0.0436,1,5,2,0,5,47,400,0.0014,2,400,493.984,437,34,30701,13365009.36,1.531756723,1.655319841,,0.976,1.001
13588,1,8945.752611,9.0396,0.0436,2,3,1,0,4,49,250,0.0014,1,333,544.73,415,29,30702,13365554.09,1.531806616,1.655387309,,0.976,1.001
13591,1,8946.716127,7.1596,0.0308,2,0,1,0,0,40,0,0.0014,1,1000,305.908,473,29,30713,13369345.48,1.532355436,1.65585689,,0.979,1.007
13592,1,8946.753401,9.0304,0.0437,2,5,3,0,48,54,63,0.0014,2,400,1540,343,141,30716,13370885.48,1.532505114,1.656047627,,0.979,1.007
13593,1,8946.753402,9.0304,0.0437,1,5,3,0,24,48,125,0.0014,2,400,674.913,443,112,30719,13371560.39,1.532654792,1.656131217,,0.979,1.007
13596,1,8947.146102,9.0213,0.0426,2,3,1,0,3,44,333,0.0014,1,333,272.465,497,112,30722,13372326.22,1.53280447,1.656226069,,0.98,1.007
13597,1,8947.146105,9.0213,0.0426,1,0,1,0,0,41,0,0.0014,1,1000,202.174,626,34,30723,13372528.4,1.532854363,1.65625111,,0.98,1.007
13598,1,8947.346204,9.0457,0.043,2,1,1,0,1,40,1000,0.0014,1,1000,311.562,505,141,30724,13372839.96,1.532904256,1.656289698,,0.981,1.007
13599,1,8947.346208,9.0457,0.043,1,0,2,0,19,48,105,0.0014,1,1000,425.861,475,107,30726,13373265.82,1.533004041,1.656342443,,0.981,1.007
13600,1,8947.495691,4.5991,0.018,2,0,1,0,0,40,0,0.0014,1,1000,226.291,637,34,30727,13373492.11,1.533053934,1.65637047,,0.981,1.007
13601,1,8947.74969,9.0335,0.0436,1,5,5,0,35,49,143,0.0014,2,400,1016,379,34,30732,13374508.11,1.533303398,1.656496307,,0.982,1.007
13602,1,8947.74969,9.0335,0.0436,2,5,5,0,59,55,85,0.0014,2,400,1884,342,146,30737,13376392.11,1.533552861,1.656729649,,0.982,1.007
13605,1,8948.143584,8.9938,0.0423,1,0,1,0,0,40,0,0.0014,1,1000,257.695,584,29,30740,13377257.76,1.53370254,1.656836864,,0.983,1.011
13607,1,8949.146058,9.0213,0.0429,2,0,1,0,0,40,0,0.0014,1,1000,372.557,537,29,30742,13377820.09,1.533802325,1.656906511,,0.986,1.013
13608,1,8949.51611,7.1505,0.0307,2,0,1,0,0,40,0,0.0014,1,1000,321.698,478,146,30743,13378141.79,1.533852218,1.656946355,,0.987,1.013
13612,1,8950.33443,8.6673,0.0399,1,0,1,0,0,41,0,0.0014,1,1000,234.891,609,29,30749,13380365.07,1.534151574,1.657221719,,0.989,1.017
13613,1,8950.341687,8.948,0.042,2,0,1,0,0,40,0,0.0014,1,1000,296.045,548,29,30750,13380661.11,1.534201467,1.657258385,,0.989,1.017
13614,1,8950.34169,8.948,0.042,1,0,1,0,0,42,0,0.0014,1,1000,252.681,541,34,30751,13380913.8,1.53425136,1.657289682,,0.989,1.017
13615,1,8950.513726,6.8819,0.0295,1,0,1,0,0,40,0,0.0014,1,1000,519.647,613,39,30752,13381433.44,1.534301252,1.657354042,,0.99,1.017
13618,1,8950.946652,9.0274,0.043,1,5,3,0,35,48,86,0.0014,2,400,762.8,394,39,30760,13383849.75,1.534700394,1.657653313,,0.991,1.017
13619,1,8950.946652,9.0274,0.043,2,5,4,0,39,52,103,0.0014,2,400,1206,366,146,30764,13385055.75,1.534899965,1.657802682,,0.991,1.017
13620,1,8951.345657,9.0213,0.043,1,3,2,0,5,48,400,0.0014,1,333,653.099,410,29,30766,13385708.85,1.534999751,1.657883571,,0.992,1.021
13621,1,8951.345657,9.0213,0.043,2,2,2,0,29,44,69,0.0014,1,500,433.332,427,29,30768,13386142.18,1.535099536,1.657937241,,0.992,1.021
13622,1,8951.747901,9.0213,0.0433,2,0,1,0,0,40,0,0.0014,1,1000,263.592,544,34,30769,13386405.78,1.535149429,1.657969889,,0.993,1.022
13623,1,8951.942687,8.9938,0.0423,2,0,1,0,0,40,0,0.0014,1,1000,222.156,564,34,30770,13386627.93,1.535199321,1.657997404,,0.994,1.022
13624,1,8952.345328,9.0304,0.0426,2,2,1,0,3,40,333,0.0014,1,500,279.24,528,34,30771,13386907.17,1.535249214,1.658031989,,0.995,1.024
13627,1,8952.739535,8.9053,0.0417,2,0,1,0,1,43,1000,0.0014,1,1000,262.807,547,29,30782,13390973.98,1.535798034,1.658535683,,0.996,1.025
13628,1,8952.752038,9.0274,0.0437,1,5,2,0,24,48,83,0.0014,2,400,850.623,429,63,30784,13391824.6,1.53589782,1.658641036,,0.996,1.025
13629,1,8952.75204,9.0274,0.0437,2,2,3,0,29,47,103,0.0014,1,500,701.499,435,112,30787,13392526.1,1.536047498,1.65872792,,0.996,1.025
13630,1,8953.147963,9.0396,0.0434,2,0,1,0,0,41,0,0.0014,1,1000,295.24,551,29,30788,13392821.34,1.536097391,1.658764487,,0.997,1.026
13631,1,8953.150093,9.0426,0.0436,2,0,1,0,0,41,0,0.0014,1,1000,251.646,605,29,30789,13393072.99,1.536147283,1.658795655,,0.997,1.026
13632,1,8953.340542,8.9236,0.0418,1,0,1,0,0,40,0,0.0014,1,1000,316.828,581,34,30790,13393389.81,1.536197176,1.658834895,,0.998,1.026
13633,1,8953.340542,8.9236,0.0418,2,0,1,0,0,40,0,0.0014,1,1000,256.584,565,141,30791,13393646.4,1.536247069,1.658866675,,0.998,1.026
13634,1,8953.346258,9.0121,0.043,2,2,1,0,3,42,333,0.0014,1,500,317.479,511,34,30792,13393963.88,1.536296962,1.658905996,,0.998,1.026
13636,1,8953.822736,2.2004,0.0151,1,0,3,0,42,44,71,0.0014,1,1000,661.93,377,68,30796,13394943.02,1.536496532,1.659027267,,0.999,1.028
13639,1,8954.029377,1.6572,0.0118,1,0,1,0,0,40,0,0.0014,1,1000,239.713,499,68,30801,13396398.53,1.536745996,1.659207539,,1,1.028
13642,1,8954.539741,8.8992,0.0414,2,0,1,0,1,43,1000,0.0014,1,1000,337.094,549,29,30804,13397320.04,1.536895674,1.659321672,,1.001,1.03
