,ID,time,PARA1,PARA2,CH,RISE,COUN,ENER,DURATION,AMP,A-FRQ,RMS,PCNTS,I-FRQ,ABS-ENERGY,FRQ-C,P-FRQ,Cum Count,Cum Energy,NCC,NCE,Image Index,Size,FCDN Size
9126,1,7991.667324,4.2848,0.0143,2,0,1,0,0,41,0,0.0014,1,1000,344.343,500,63,22565,9547603.823,1.125829467,1.182516048,,0.218,0.23
9130,1,7992.467329,4.2817,0.0143,2,0,1,0,0,41,0,0.0014,1,1000,362.562,484,63,22570,9549499.162,1.12607893,1.182750794,,0.219,0.232
9138,1,7993.267341,4.2909,0.0143,2,0,1,0,0,41,0,0.0014,1,1000,336.264,502,63,22580,9552885.811,1.126577858,1.183170247,,0.22,0.233
9148,1,7994.667344,4.2848,0.014,2,0,1,0,1,42,1000,0.0014,1,1000,314.729,478,39,22592,9556749.058,1.12717657,1.183648728,,0.222,0.235
9150,1,7995.467331,4.2879,0.0145,2,0,1,0,0,40,0,0.0014,1,1000,312.065,524,63,22594,9557637.418,1.127276356,1.183758756,,0.223,0.236
9155,1,7996.118314,9.0152,0.0386,2,0,1,0,3,42,333,0.0014,1,1000,308.498,527,34,22600,9559406.302,1.127575712,1.183977841,,0.224,0.237
9159,1,7996.867326,4.2848,0.0143,2,0,1,0,0,40,0,0.0014,1,1000,340.629,507,34,22604,9560800.961,1.127775283,1.184150576,,0.225,0.238
9163,1,7997.537095,8.6642,0.0398,1,0,1,0,0,41,0,0.0014,1,1000,294.989,592,39,22608,9562324.822,1.127974854,1.184339313,,0.226,0.239
9164,1,7997.537095,8.6642,0.0398,2,0,1,0,0,40,0,0.0014,1,1000,236.204,569,39,22609,9562561.026,1.128024747,1.184368568,,0.226,0.239
9165,1,7997.667345,4.3092,0.0143,2,0,1,0,0,41,0,0.0014,1,1000,234.864,537,63,22610,9562795.89,1.12807464,1.184397657,,0.226,0.239
9172,1,7998.267329,4.3031,0.0143,2,0,1,0,1,42,1000,0.0014,1,1000,464.723,486,48,22634,9574796.686,1.129272065,1.185884013,,0.227,0.24
9180,1,7999.867383,4.3062,0.0145,2,0,1,0,0,40,0,0.0014,1,1000,317.791,543,63,22642,9577325.448,1.129671207,1.186197212,,0.229,0.242
9183,1,8000.467339,4.3184,0.0144,2,0,1,0,0,41,0,0.0014,1,1000,365.527,508,63,22645,9578403.862,1.129820885,1.186330779,,0.23,0.243
9185,1,8001.267409,4.3184,0.0143,2,0,1,0,0,40,0,0.0014,1,1000,349.705,536,63,22647,9579003.998,1.129920671,1.186405108,,0.231,0.244
9186,1,8001.323146,9.0365,0.0398,2,0,1,0,0,41,0,0.0014,1,1000,232.405,594,39,22648,9579236.403,1.129970563,1.186433893,,0.231,0.244
9193,1,8002.667365,4.3001,0.0143,2,0,1,0,0,41,0,0.0014,1,1000,268.679,520,63,22656,9581566.454,1.130369705,1.186722481,,0.233,0.246
9194,1,8002.798093,2.0569,0.0118,1,0,1,0,6,41,167,0.0016,1,1000,337.423,479,68,22657,9581903.877,1.130419598,1.186764272,,0.233,0.246
9197,1,8003.46735,4.3123,0.0143,2,0,1,0,1,42,1000,0.0014,1,1000,407.463,494,63,22660,9582882.92,1.130569276,1.186885531,,0.234,0.247
9200,1,8004.067392,4.3062,0.0143,2,0,1,0,0,40,0,0.0014,1,1000,398.255,485,63,22663,9583886.412,1.130718954,1.187009818,,0.235,0.248
9203,1,8004.867369,4.3062,0.0144,2,0,1,0,1,42,1000,0.0014,1,1000,339.154,481,29,22666,9584746.466,1.130868632,1.18711634,,0.236,0.248
9204,1,8004.920401,9.0152,0.0391,2,2,13,1,124,54,105,0.0014,1,500,2933,396,141,22679,9587679.466,1.131517238,1.187479606,,0.236,0.248
9205,1,8004.920402,9.0152,0.0391,1,8,9,1,64,56,141,0.0014,3,375,2582,379,107,22688,9590261.466,1.131966273,1.187799399,,0.236,0.248
9209,1,8005.667343,4.3275,0.0144,2,0,1,0,1,42,1000,0.0014,1,1000,462.427,471,63,22692,9591784.429,1.132165843,1.187988025,,0.237,0.25
9213,1,8006.267375,4.3306,0.0141,2,0,1,0,1,41,1000,0.0014,1,1000,299.364,500,63,22696,9592915.168,1.132365414,1.188128073,,0.238,0.251
9218,1,8007.067406,4.3123,0.0147,2,0,1,0,0,40,0,0.0014,1,1000,252.613,491,63,22701,9594481.142,1.132614878,1.188322026,,0.239,0.252
9219,1,8007.120134,9.0304,0.0394,2,5,4,0,48,49,83,0.0014,2,400,825.99,385,112,22705,9595307.132,1.132814449,1.188424329,,0.239,0.252
9220,1,8007.120137,9.0304,0.0394,1,2,2,0,21,51,95,0.0014,1,500,937.89,382,107,22707,9596245.022,1.132914234,1.188540491,,0.239,0.252
9224,1,8007.712858,8.8717,0.0375,2,2,2,0,21,50,95,0.0014,1,500,663.819,417,107,22712,9598161.835,1.133163698,1.188777897,,0.24,0.253
9225,1,8007.712859,8.8717,0.0375,1,2,1,0,3,46,333,0.0014,1,500,430.301,430,34,22713,9598592.136,1.133213591,1.188831192,,0.24,0.253
9226,1,8007.71647,8.9724,0.0385,2,0,1,0,0,40,0,0.0014,1,1000,203.677,587,141,22714,9598795.813,1.133263484,1.188856419,,0.24,0.253
9227,1,8007.72281,9.0426,0.0398,1,0,1,0,0,40,0,0.0014,1,1000,397.902,551,34,22715,9599193.715,1.133313376,1.188905701,,0.24,0.253
9228,1,8007.867333,4.3092,0.0143,2,0,1,0,0,40,0,0.0014,1,1000,290.686,523,63,22716,9599484.401,1.133363269,1.188941703,,0.24,0.253
9233,1,8008.520514,9.0091,0.0394,2,5,2,0,8,50,250,0.0014,2,400,724.075,410,141,22722,9601397.049,1.133662625,1.189178594,,0.241,0.253
9234,1,8008.520514,9.0091,0.0394,1,0,2,0,25,43,80,0.0014,1,1000,339.452,503,141,22724,9601736.501,1.133762411,1.189220637,,0.241,0.253
9240,1,8009.116775,8.9785,0.0387,1,0,1,0,3,47,333,0.0014,1,1000,408.777,482,29,22730,9604052.965,1.134061767,1.189507542,,0.242,0.255
9241,1,8009.116777,8.9785,0.0387,2,0,1,0,0,40,0,0.0014,1,1000,305.844,470,29,22731,9604358.809,1.13411166,1.189545422,,0.242,0.255
9242,1,8009.267379,4.3001,0.0144,2,0,1,0,0,40,0,0.0014,1,1000,406.222,482,34,22732,9604765.031,1.134161553,1.189595735,,0.242,0.255
9244,1,8009.867366,4.3123,0.0144,2,0,1,0,0,41,0,0.0014,1,1000,394.84,501,34,22734,9605488.715,1.134261338,1.189685366,,0.243,0.256
9250,1,8010.667373,4.3245,0.0142,2,0,1,0,0,41,0,0.0014,1,1000,283.792,504,39,22740,9607007.287,1.134560695,1.189873449,,0.244,0.257
9256,1,8011.313014,8.8717,0.0375,1,5,3,0,12,50,250,0.0014,2,400,768.925,445,156,22750,9610373.044,1.135059622,1.190290314,,0.245,0.258
9257,1,8011.313014,8.8717,0.0375,2,2,2,0,35,47,57,0.0014,1,500,728.396,410,141,22752,9611101.44,1.135159407,1.190380529,,0.245,0.258
9262,1,8012.067409,4.3062,0.0145,2,21,2,0,22,42,91,0.0014,2,95,361.968,462,34,22760,9613550.913,1.135558549,1.190683908,,0.246,0.259
9263,1,8012.06743,4.3092,0.0143,1,0,1,0,0,40,0,0.0014,1,1000,334.312,525,39,22761,9613885.225,1.135608442,1.190725314,,0.246,0.259
9269,1,8012.867355,4.3062,0.0146,2,0,1,0,15,40,67,0.0014,1,1000,392.933,465,63,22767,9616164.159,1.135907798,1.191007571,,0.247,0.259
9272,1,8013.467426,4.3245,0.0147,2,0,1,0,0,41,0,0.0014,1,1000,366.702,508,63,22770,9617164.727,1.136057476,1.191131496,,0.248,0.261
9277,1,8014.26742,4.3092,0.0144,2,0,1,0,0,41,0,0.0014,1,1000,342.086,531,63,22775,9618708.034,1.13630694,1.191322642,,0.249,0.262
9285,1,8015.667414,4.3184,0.0144,2,0,1,0,0,40,0,0.0014,1,1000,336.852,486,29,22783,9621559.094,1.136706082,1.191675759,,0.251,0.264
9289,1,8016.46737,4.294,0.0143,2,0,1,0,1,41,1000,0.0014,1,1000,402.651,486,34,22787,9622899.423,1.136905653,1.191841765,,0.252,0.266
9294,1,8017.067396,4.3062,0.0143,2,0,1,0,0,41,0,0.0014,1,1000,251.285,494,63,22792,9624331.242,1.137155116,1.192019103,,0.253,0.266
9297,1,8017.867414,4.3214,0.0146,2,0,1,0,0,40,0,0.0014,1,1000,427.769,439,34,22795,9625458.949,1.137304795,1.192158774,,0.254,0.268
9304,1,8019.267388,4.3123,0.0146,2,0,1,0,0,40,0,0.0014,1,1000,281.022,505,63,22820,9638544.688,1.138552113,1.193779505,,0.256,0.27
9315,1,8019.867417,4.3062,0.0148,2,0,1,0,0,41,0,0.0014,1,1000,344.447,549,63,22846,9646017.822,1.139849324,1.194705088,,0.257,0.27
9319,1,8020.66745,4.3336,0.0143,2,0,1,0,1,41,1000,0.0014,1,1000,413.076,517,34,22850,9647440.639,1.140048895,1.194881311,,0.258,0.272
9324,1,8021.303715,8.414,0.0341,2,0,1,0,0,41,0,0.0014,1,1000,249.425,532,34,22855,9649198.235,1.140298359,1.195098998,,0.259,0.273
9325,1,8021.303716,8.414,0.0341,1,0,1,0,0,40,0,0.0014,1,1000,313.213,544,34,22856,9649511.448,1.140348251,1.195137791,,0.259,0.273
9326,1,8021.318001,8.9999,0.0389,2,0,1,0,0,40,0,0.0014,1,1000,218.592,587,29,22857,9649730.04,1.140398144,1.195164864,,0.259,0.273
9327,1,8021.322766,9.0304,0.0396,2,5,4,0,50,54,80,0.0014,2,400,1453,344,141,22861,9651183.04,1.140597715,1.195344825,,0.259,0.273
9328,1,8021.322766,9.0304,0.0396,1,5,2,0,27,50,74,0.0014,2,400,943.674,400,161,22863,9652126.714,1.1406975,1.195461704,,0.259,0.273
9335,1,8022.067422,4.3153,0.0144,2,0,1,0,0,40,0,0.0014,1,1000,289.768,517,63,22870,9654830.941,1.141046749,1.195796635,,0.26,0.274
9342,1,8023.467443,4.3428,0.0149,2,0,1,0,0,41,0,0.0014,1,1000,291.277,496,63,22877,9657016.699,1.141395999,1.196067352,,0.262,0.276
9346,1,8024.267439,4.3336,0.0146,2,0,1,0,0,40,0,0.0014,1,1000,250.648,550,63,22881,9658224.418,1.14159557,1.196216933,,0.263,0.276
9354,1,8025.667427,4.3367,0.0145,2,0,1,0,9,41,111,0.0014,1,1000,400.387,467,34,22890,9660882.384,1.142044604,1.196546135,,0.265,0.279
9357,1,8026.267451,4.3275,0.0146,2,0,1,0,0,40,0,0.0014,1,1000,398.169,555,34,22893,9661920.121,1.142194282,1.196674664,,0.266,0.279
9358,1,8026.318197,8.9877,0.0392,1,0,1,0,3,44,333,0.0016,1,1000,684.17,465,34,22894,9662604.291,1.142244175,1.196759401,,0.266,0.279
9359,1,8026.318197,8.9877,0.0392,2,3,1,0,3,44,333,0.0014,1,333,463.924,453,34,22895,9663068.215,1.142294068,1.196816861,,0.266,0.279
9364,1,8027.0674,4.3306,0.0145,2,0,1,0,1,42,1000,0.0014,1,1000,376.913,492,39,22900,9664708.538,1.142543531,1.197020022,,0.267,0.281
9371,1,8027.66741,4.3611,0.0145,2,0,1,0,0,41,0,0.0014,1,1000,337.94,487,39,22908,9667300.623,1.142942673,1.197341064,,0.268,0.281
9374,1,8028.39924,1.941,0.0115,1,0,1,0,0,41,0,0.0016,1,1000,431.865,442,68,22911,9668658.815,1.143092351,1.197509283,,0.269,0.283
9375,1,8028.46738,4.3397,0.0143,2,0,1,0,0,40,0,0.0014,1,1000,333.213,524,29,22912,9668992.028,1.143142244,1.197550553,,0.269,0.283
9377,1,8029.067443,4.3428,0.0146,2,0,1,0,1,41,1000,0.0014,1,1000,275.836,522,34,22914,9669614.282,1.14324203,1.197627622,,0.27,0.283
9378,1,8029.727612,9.0091,0.0401,2,0,1,0,1,44,1000,0.0014,1,1000,393.423,512,34,22915,9670007.705,1.143291922,1.197676349,,0.271,0.285
9379,1,8029.867403,4.3428,0.0146,2,0,1,0,0,41,0,0.0014,1,1000,252.47,526,39,22916,9670260.175,1.143341815,1.197707619,,0.271,0.285
9383,1,8030.526188,9.0274,0.04,2,0,1,0,1,41,1000,0.0014,1,1000,234.862,601,29,22920,9671466.571,1.143541386,1.197857037,,0.272,0.285
9384,1,8031.267407,4.355,0.0143,2,0,1,0,0,41,0,0.0014,1,1000,290.994,514,29,22921,9671757.565,1.143591279,1.197893078,,0.273,0.285
9390,1,8031.867436,4.3397,0.0144,2,0,1,0,0,41,0,0.0014,1,1000,288.963,509,63,22928,9674334.235,1.143940528,1.198212211,,0.274,0.285
9392,1,8032.514892,8.9297,0.0384,2,3,1,0,4,45,250,0.0014,1,333,394.292,458,29,22930,9675091.328,1.144040313,1.19830598,,0.275,0.285
9393,1,8032.514892,8.9297,0.0384,1,3,1,0,3,45,333,0.0014,1,333,443.379,464,29,22931,9675534.707,1.144090206,1.198360895,,0.275,0.285
9394,1,8032.667436,4.3397,0.015,2,0,1,0,0,40,0,0.0014,1,1000,256.007,531,63,22932,9675790.714,1.144140099,1.198392602,,0.275,0.285
9401,1,8033.267388,4.3306,0.0146,2,0,1,0,0,41,0,0.0014,1,1000,283.304,551,63,22943,9679105.975,1.144688919,1.198803213,,0.276,0.285
9407,1,8034.067469,4.3367,0.0144,2,0,1,0,1,41,1000,0.0014,1,1000,320.663,500,34,22956,9683774.396,1.145337524,1.199381419,,0.277,0.285
9413,1,8035.26742,4.3336,0.0149,2,8,1,0,8,40,125,0.0014,1,125,331.179,492,34,22962,9685611.971,1.145636881,1.199609012,,0.279,0.285
9414,1,8035.314482,8.9236,0.0383,2,5,2,0,8,49,250,0.0014,2,400,595.725,420,141,22964,9686207.696,1.145736666,1.199682795,,0.279,0.285
9415,1,8035.314483,8.9236,0.0383,1,5,2,0,6,47,333,0.0014,2,400,409.167,472,161,22966,9686616.863,1.145836452,1.199733472,,0.279,0.285
9417,1,8036.072838,5.0447,0.0177,1,0,1,0,1,40,1000,0.0014,1,1000,572.154,572,39,22968,9687452.918,1.145936237,1.199837022,,0.28,0.285
9426,1,8037.506605,8.5788,0.0353,2,5,1,0,6,45,167,0.0014,1,200,390.048,454,107,22977,9690272.54,1.146385272,1.200186245,,0.282,0.285
9427,1,8037.506608,8.5788,0.0353,1,2,2,0,5,49,400,0.0014,1,500,469.407,449,151,22979,9690741.947,1.146485057,1.200244384,,0.282,0.285
9428,1,8037.516814,8.9785,0.0386,2,0,1,0,0,40,0,0.0014,1,1000,182.339,597,63,22980,9690924.286,1.14653495,1.200266967,,0.282,0.285
9433,1,8038.724287,9.0243,0.0399,2,5,4,0,49,54,82,0.0014,2,400,1669,338,112,23000,9697341.619,1.147532804,1.201061784,,0.284,0.285
9434,1,8038.724289,9.0243,0.0399,1,3,3,0,25,51,120,0.0014,1,333,1164,397,156,23003,9698505.619,1.147682483,1.201205951,,0.284,0.285
9435,1,8038.867429,4.3367,0.0146,2,0,1,0,0,41,0,0.0014,1,1000,235.765,553,63,23004,9698741.384,1.147732375,1.201235152,,0.284,0.285
10115,1,8320.279508,1.5473,0.0047,2,0,1,0,0,41,0,0.0012,1,1000,173.16,601,107,24168,10334113.89,1.205807514,1.279929052,,0.286,0.3
10116,1,8320.279509,1.5473,0.0047,1,0,1,0,0,40,0,0.001,1,1000,179.426,620,39,24169,10334293.32,1.205857407,1.279951276,,0.286,0.3
10159,1,8320.883253,4.6113,0.0158,2,0,1,0,1,43,1000,0.0016,1,1000,471.431,455,156,24431,10436629.88,1.218929302,1.292626144,,0.287,0.3
10160,1,8320.919748,8.5788,0.0357,2,2,1,0,3,47,333,0.0016,1,500,340.143,471,126,24432,10436970.02,1.218979195,1.292668272,,0.287,0.3
10165,1,8321.617855,1.6572,0.0094,1,0,1,0,20,43,50,0.0016,1,1000,512.607,404,68,24438,10438982.85,1.219278551,1.292917571,,0.288,0.3
10170,1,8322.877435,3.7935,0.0124,2,0,1,0,1,41,1000,0.0014,1,1000,325.325,533,39,24449,10442823.35,1.219827371,1.293393235,,0.29,0.303
10174,1,8323.612778,1.9929,0.0117,1,29,7,1,81,49,86,0.0016,3,103,1918,276,68,24461,10445844.71,1.220426084,1.293767445,,0.291,0.303
10175,1,8323.612803,1.9929,0.0117,2,4,5,0,70,42,71,0.0014,2,500,819.117,330,73,24466,10446663.82,1.220675548,1.293868895,,0.291,0.303
10176,1,8323.677513,3.7965,0.0127,2,0,1,0,0,40,0,0.0014,1,1000,282.258,529,63,24467,10446946.08,1.22072544,1.293903855,,0.291,0.303
10183,1,8325.677745,3.8362,0.0127,2,0,1,0,0,40,0,0.0014,1,1000,231.577,515,34,24474,10449384.76,1.221074689,1.294205897,,0.294,0.303
10184,1,8325.742062,9.0152,0.0405,1,0,1,0,0,40,0,0.0014,1,1000,345.726,563,29,24475,10449730.48,1.221124582,1.294248716,,0.294,0.303
10186,1,8326.338459,9.0518,0.0402,2,0,1,0,0,43,0,0.0014,1,1000,324.027,538,39,24477,10450339.58,1.221224368,1.294324156,,0.295,0.303
10187,1,8326.33846,9.0518,0.0402,1,0,1,0,1,42,1000,0.0014,1,1000,352.012,551,39,24478,10450691.59,1.22127426,1.294367754,,0.295,0.303
10191,1,8327.077826,3.8606,0.0127,2,0,1,0,0,41,0,0.0014,1,1000,319.913,541,63,24482,10451835.98,1.221473831,1.294509492,,0.296,0.31
10192,1,8327.138216,9.0457,0.0398,2,5,2,0,6,50,333,0.0014,2,400,778.145,386,29,24484,10452614.13,1.221573617,1.294605869,,0.296,0.31
10193,1,8327.138216,9.0457,0.0398,1,5,2,0,6,48,333,0.0014,2,400,683.435,442,29,24486,10453297.56,1.221673402,1.294690515,,0.296,0.31
10199,1,8328.346187,8.945,0.0408,2,0,1,0,1,43,1000,0.0014,1,1000,388.098,572,34,24494,10456008.54,1.222072544,1.295026283,,0.298,0.31
10203,1,8329.720042,8.533,0.0356,2,2,1,0,3,43,333,0.0014,1,500,278.429,536,131,24499,10457628.61,1.222322008,1.295226937,,0.3,0.313
10206,1,8330.532474,9.003,0.0392,2,0,1,0,1,43,1000,0.0014,1,1000,332.308,544,39,24503,10458796.36,1.222521579,1.295371568,,0.301,0.313
10207,1,8330.532475,9.0121,0.0393,1,0,1,0,0,41,0,0.0014,1,1000,227.349,577,39,24504,10459023.71,1.222571471,1.295399726,,0.301,0.313
10208,1,8330.536183,9.0213,0.0398,1,0,1,0,0,40,0,0.0014,1,1000,305.258,615,34,24505,10459328.97,1.222621364,1.295437534,,0.301,0.313
10216,1,8332.545164,8.9663,0.0404,2,0,1,0,3,41,333,0.0014,1,1000,287.134,518,39,24516,10462636.64,1.223170184,1.295847205,,0.304,0.318
10217,1,8332.545166,8.9663,0.0404,1,0,1,0,0,41,0,0.0014,1,1000,257.617,523,29,24517,10462894.26,1.223220077,1.295879112,,0.304,0.318
10232,1,8337.133994,9.0518,0.0398,2,2,1,0,2,40,500,0.0014,1,500,301.99,519,29,24545,10469930.63,1.224617073,1.2967506,,0.311,0.325
10233,1,8337.222185,1.3642,0.0079,1,0,1,0,0,40,0,0.0014,1,1000,234.895,499,68,24546,10470165.53,1.224666966,1.296779694,,0.311,0.325
10240,1,8339.148681,8.8046,0.0404,2,3,1,0,3,44,333,0.0014,1,333,297.65,525,141,24587,10491960.55,1.226712568,1.29947911,,0.314,0.328
10241,1,8339.148681,8.8046,0.0404,1,3,1,0,3,41,333,0.0014,1,333,283.995,545,63,24588,10492244.54,1.226762461,1.299514284,,0.314,0.328
10253,1,8342.547016,8.9297,0.0406,2,0,1,0,2,40,500,0.0014,1,1000,207.556,532,141,24602,10496341.78,1.227460959,1.300021746,,0.319,0.333
10254,1,8342.617473,1.6266,0.0096,1,0,1,0,0,40,0,0.0014,1,1000,269.887,492,68,24603,10496611.67,1.227510852,1.300055174,,0.319,0.333
10257,1,8343.126568,8.89,0.0378,2,5,2,0,6,53,333,0.0014,2,400,1066,388,141,24617,10501554.67,1.22820935,1.300667388,,0.32,0.333
10258,1,8343.126568,8.89,0.0378,1,5,3,0,25,48,120,0.0014,2,400,685.594,423,161,24620,10502240.26,1.228359028,1.300752301,,0.32,0.333
10259,1,8343.273505,3.3174,0.0105,1,0,1,0,0,42,0,0.0014,1,1000,418.001,523,34,24621,10502658.26,1.228408921,1.300804072,,0.32,0.333
10268,1,8344.534502,9.0304,0.0398,2,4,2,0,7,45,286,0.0014,2,500,381.485,476,126,24659,10513688.69,1.230304845,1.302170244,,0.322,0.336
10269,1,8344.534503,9.0304,0.0398,1,5,2,0,7,43,286,0.0014,1,200,346.134,531,29,24661,10514034.83,1.23040463,1.302213115,,0.322,0.336
10270,1,8345.938469,9.0426,0.0402,2,0,1,0,0,41,0,0.0014,1,1000,317.82,560,34,24662,10514352.65,1.230454523,1.302252478,,0.324,0.339
10273,1,8347.136431,9.064,0.0405,2,0,1,0,0,40,0,0.0014,1,1000,232.108,553,34,24665,10515114.88,1.230604201,1.302346884,,0.326,0.341
10275,1,8348.535355,9.0426,0.0396,2,3,10,1,79,56,127,0.0014,1,333,4046,348,141,24676,10519477.59,1.231153021,1.302887226,,0.328,0.341
10276,1,8348.535355,9.0426,0.0396,1,5,7,0,50,58,140,0.0014,2,400,3423,354,156,24683,10522900.59,1.23150227,1.303311181,,0.328,0.341
10281,1,8349.120849,8.6093,0.0362,1,5,1,0,5,42,200,0.0014,1,200,341.909,570,146,24704,10527706.27,1.232550017,1.303906387,,0.329,0.341
10282,1,8349.120854,8.6093,0.0362,2,0,1,0,1,43,1000,0.0014,1,1000,338.613,508,34,24705,10528044.88,1.23259991,1.303948326,,0.329,0.341
10286,1,8349.732675,9.0182,0.0399,2,2,2,0,5,44,400,0.0014,1,500,356.519,502,141,24710,10529515.95,1.232849374,1.304130525,,0.33,0.345
10287,1,8349.732677,9.0182,0.0399,1,3,1,0,3,43,333,0.0014,1,333,339.541,562,156,24711,10529855.49,1.232899267,1.304172578,,0.33,0.345
10290,1,8350.45653,1.4618,0.0043,1,0,1,0,7,41,143,0.0014,1,1000,292.033,481,68,24714,10530759.12,1.233048945,1.304284497,,0.331,0.346
10296,1,8352.536333,9.0304,0.0402,2,0,6,0,63,49,95,0.0014,1,1000,1059,417,146,24727,10533712.76,1.23369755,1.30465032,,0.334,0.349
10297,1,8352.536334,9.0304,0.0402,1,6,3,0,29,47,103,0.0014,2,333,817.264,412,141,24730,10534530.02,1.233847228,1.304751541,,0.334,0.349
10301,1,8354.351716,8.6032,0.04,1,0,1,0,0,40,0,0.0014,1,1000,332.358,569,39,24734,10535825.69,1.234046799,1.304912016,,0.337,0.35
10302,1,8354.418593,1.5595,0.0094,1,0,2,0,19,42,105,0.0014,1,1000,388.755,458,63,24736,10536214.45,1.234146585,1.304960166,,0.337,0.35
10307,1,8356.32975,8.9816,0.039,2,0,1,0,0,41,0,0.0014,1,1000,214.839,540,39,24743,10537943.36,1.234495834,1.3051743,,0.34,0.35
10316,1,8357.653405,1.2848,0.0037,1,21,5,0,49,46,102,0.0014,3,142,717.091,323,68,24799,10556452.69,1.237289827,1.307466768,,0.342,0.35
10317,1,8357.653423,1.2848,0.0037,2,0,3,0,60,42,50,0.0014,1,1000,461.837,386,73,24802,10556914.52,1.237439505,1.307523968,,0.342,0.35
10318,1,8357.700463,6.766,0.0259,2,0,1,0,0,40,0,0.0014,1,1000,322.374,457,29,24803,10557236.9,1.237489398,1.307563896,,0.342,0.35
10319,1,8357.730639,8.9908,0.0391,2,3,2,0,6,43,333,0.0014,1,333,581.379,454,34,24805,10557818.28,1.237589183,1.307635903,,0.342,0.35
10323,1,8360.331853,8.9999,0.0394,2,5,3,0,48,52,63,0.0014,2,400,1081,349,141,24811,10559839.06,1.23788854,1.307886186,,0.346,0.36
10324,1,8360.331853,8.9999,0.0394,1,5,3,0,25,49,120,0.0014,2,400,767.417,402,161,24814,10560606.48,1.238038218,1.307981235,,0.346,0.36
10327,1,8360.900699,6.7995,0.0262,2,0,1,0,0,40,0,0.0014,1,1000,293.661,488,29,24817,10561788.62,1.238187896,1.308127648,,0.347,0.36
10328,1,8361.549836,8.7313,0.0404,2,0,1,0,3,41,333,0.0014,1,1000,279.115,535,39,24818,10562067.74,1.238237789,1.308162219,,0.348,0.36
10329,1,8361.549837,8.7313,0.0404,1,0,1,0,0,40,0,0.0014,1,1000,337.24,611,39,24819,10562404.98,1.238287681,1.308203987,,0.348,0.36
10332,1,8362.123738,8.7588,0.0372,2,3,2,1,466,46,4,0.0014,1,333,688.109,465,249,24823,10563646.6,1.238487252,1.308357768,,0.349,0.364
10333,1,8362.123738,8.7588,0.0372,1,0,1,0,3,43,333,0.0014,1,1000,302.216,530,63,24824,10563948.81,1.238537145,1.308395198,,0.349,0.364
10340,1,8362.74329,8.9938,0.0407,1,0,1,0,0,40,0,0.0014,1,1000,322.704,585,34,24833,10566325.84,1.23898618,1.308689604,,0.35,0.364
10341,1,8362.932416,8.9999,0.0394,2,6,8,1,80,55,100,0.0014,2,333,2366,352,141,24841,10568691.84,1.239385322,1.308982645,,0.35,0.364
10342,1,8362.932417,8.9999,0.0394,1,5,6,0,47,54,128,0.0014,2,400,1794,386,161,24847,10570485.84,1.239684678,1.30920484,,0.35,0.364
10346,1,8363.524026,8.7619,0.0375,2,2,1,0,3,46,333,0.0014,1,500,368.326,505,131,24852,10572148.46,1.239934142,1.309410764,,0.351,0.366
10347,1,8363.536461,9.0396,0.0398,2,3,2,0,6,47,333,0.0014,1,333,446.351,411,141,24854,10572594.81,1.240033927,1.309466046,,0.351,0.366
10348,1,8363.536461,9.0396,0.0398,1,1,1,0,4,45,250,0.0014,1,1000,425.188,476,29,24855,10573020,1.24008382,1.309518708,,0.351,0.366
10366,1,8369.324727,8.8229,0.0378,2,0,1,0,0,40,0,0.0014,1,1000,192.18,616,34,24898,10589674.1,1.242229207,1.311581397,,0.36,0.374
10367,1,8369.33052,8.9785,0.0393,2,3,1,0,4,47,250,0.0014,1,333,480.146,459,29,24899,10590154.25,1.2422791,1.311640866,,0.36,0.374
10368,1,8369.330521,8.9785,0.0393,1,3,1,0,3,44,333,0.0014,1,333,330.09,569,161,24900,10590484.34,1.242328993,1.311681749,,0.36,0.374
10371,1,8369.817916,1.6083,0.0096,1,0,1,0,19,41,53,0.0014,1,1000,317.517,440,68,24903,10591404.88,1.242478671,1.311795763,,0.361,0.374
10372,1,8369.92454,8.7924,0.038,2,0,1,0,4,44,250,0.0014,1,1000,277.368,518,131,24904,10591682.25,1.242528564,1.311830116,,0.361,0.374
10380,1,8372.53847,9.0304,0.0404,2,3,2,0,6,47,333,0.0014,1,333,439.377,468,126,24916,10594928.39,1.243127276,1.312232166,,0.365,0.38
10381,1,8372.538471,9.0304,0.0404,1,0,1,0,0,41,0,0.0014,1,1000,226.072,580,63,24917,10595154.47,1.243177169,1.312260167,,0.365,0.38
10385,1,8373.725607,8.8321,0.0381,2,3,1,0,3,43,333,0.0014,1,333,397.488,478,34,24921,10597025.1,1.24337674,1.312491853,,0.367,0.381
10386,1,8373.725608,8.8321,0.0381,1,0,1,0,2,40,500,0.0014,1,1000,456.223,521,34,24922,10597481.32,1.243426633,1.312548358,,0.367,0.381
10387,1,8373.72843,8.9328,0.0387,1,0,1,0,0,40,0,0.0014,1,1000,268.365,632,34,24923,10597749.69,1.243476525,1.312581597,,0.367,0.381
10391,1,8374.934547,9.0213,0.0401,2,0,1,0,0,40,0,0.0014,1,1000,191.219,628,29,24927,10598766.18,1.243676096,1.312707494,,0.369,0.384
10396,1,8376.932396,9.0243,0.0398,2,2,1,0,3,42,333,0.0014,1,500,240.51,540,29,24932,10600486.67,1.24392556,1.312920585,,0.372,0.386
10397,1,8376.932399,9.0243,0.0398,1,0,1,0,0,41,0,0.0014,1,1000,262.04,579,34,24933,10600748.71,1.243975453,1.31295304,,0.372,0.386
